uuid,name,mmsi,imo,eni,country_iso,type,type_specific,lat,lon,speed,course,heading,destination
d659eb5c-b73e-b98f-27ee-a5a8bc7b8db0,NO.301 SAM YOUNG,440076000,8623145,,KR,Fishing,Fishing Vessel,35.085026,129.00491,0,179,0,BUSAN
e6bb3d77-c497-2df1-aa5a-0cdfa60c47d1,FRIO AGATES,273335960,9081631,,RU,Cargo,Reefer,35.074383,129.00493,0,16,353,KR PUS
3e6c31fc-2962-dbfb-8492-5be06e367aea,BUZANSKIY,273433460,8723309,,RU,Cargo,Reefer,35.072048,129.00531,0,209,353,KR BUSAN
35ae41dc-428e-dbb5-7959-7955ff3faea4,PUMA,273256250,1024807,,RU,Dredger,Fishing Vessel,35.071362,129.00537,0,,354,BUSAN
311c499b-e792-a85f-c2f4-8765cf94b995,APOLLON,273446030,8615057,,RU,Fishing,Fishing Vessel,35.04866667,129.0024833,0,12.4,511,PUSAN
e4c9f437-f93b-fffe-90d3-89905b51849e,ONOR,273845500,8860470,,RU,Fishing,Fishing Vessel,35.07074,129.00574,0.1,76,327,BUSAN
8c5088ac-7f56-aa79-eb59-8322e99bdac4,OCEAN PRIDE I,629009334,8612988,,GM,Cargo,Vehicles Carrier,35.020214,128.59099,0.3,156,209,KR PUS
da3d44c9-ab4b-0b5e-eec8-c47f5d03629a,MALTSEVO,273243200,8722769,,RU,Fishing,Fishing Vessel,35.070183,129.00612,0,143,333,PUSAN
7e99410c-1583-4b2b-1fe8-25b65ea20c64,207 CHO YANG,440404530,,,KR,Tug,Tug,34.995258,128.60437,6,202,,ON
9236f321-e26d-a960-53e7-1e0ed4b29d08,5 DAE BO,440204010,,,KR,Tanker,Tanker,35.04952,129.0037517,2.1,270.3,278,
44957595-3b17-6c13-dc7d-d0910ec62dd2,PETERGOF,273436790,8319184,,RU,Cargo,Reefer,35.067749,129.00793,0,341,331,BUSAN
7b5abb4f-3e1e-c07e-b14f-6323aef0c18d,TONINA 3,440648000,8821565,,KR,Fishing,Fishing Vessel,35.0673,129.0082333,0,241.6,325,
75afda9f-9c6a-d992-1623-e65b85195827,ANTON GURIN,273421240,8723402,,RU,Cargo,Reefer,35.06623167,129.0089833,0,360,330,KR PUS
fec0dff9-38a7-a8a9-16b0-ffe139110cc7,PAMYAT KIROVA,273210110,8701040,,RU,Cargo,Fish Carrier,35.062973,129.00896,0,40,84,KR PUS
6f4bfb39-a4d2-7fbb-57cc-66c36b0e3810,MORSKOY VOLK,273311650,8704963,,RU,Fishing,Fishing Vessel,35.06576333,129.0099317,0,319.6,292,BUSAN
eec9e720-4d4e-4451-02c6-587880b0597b,MATVEY KUZMIN,273844020,8721117,,RU,Fishing,Fishing Vessel,35.05908333,129.00925,0.1,360,342,BUSAN
eb9908ab-278d-ca86-333f-eeab61b25de1,PREDSEDATEL GANSLEP,273825200,8834689,,RU,Fishing,Fish Carrier,35.063046,129.01071,0,36,78,KR PUS
2b4ed1f7-9e08-af11-257c-0017fd64f992,ILSHIN PRINCESS ROYAL,440146980,9496862,,KR,Cargo,Ro-Ro Cargo,34.90018333,128.7852667,0.3,54,231,MASAN
9c3b69f2-0e54-e82f-8357-9c8bac47306a,NO.98 KEUM SUNG,440121170,,,KR,Fishing,Fishing,35.05638833,129.0102467,0,46.2,511,
62fbe857-771b-69e8-6075-2cafb639a427,BIKIN,273353640,8603171,,RU,Cargo,Reefer,35.063374,129.01123,0,221,19,KR PUS
cddaa0d2-787b-2b2a-094b-af0901f73dae,VYBORG,273398640,9172698,,RU,Cargo,Reefer,35.06523333,129.011585,0,85.8,291,KRPUS
e64608ef-4b76-041c-b4a8-9d972f8289e4,DAE SUNG 6001,440133480,,,KR,Port Tender,Port Tender,35.052586,129.01003,0,211,,
567eb40b-162f-94c0-e321-077944f0cf16,EKATERINA,273318040,8921418,,RU,Fishing,Fishing Vessel,35.064716,129.01184,0,291,15,KR PUS
d286ab25-c125-4673-4123-d4ea2068ba4f,KANG NAM 5005,440005090,,,KR,Cargo,Cargo,35.052341,129.01019,0,342,,
9ce583c9-3b30-50ed-d39f-2960ad43088d,201SINDONG,440101120,8875786,,KR,Tug,Tug,35.05430833,129.0105817,0.1,116.9,511,
ecfa9af5-b328-06fc-1d9e-c23ebdceb14e,PILOT BORAMAE,440402640,,,KR,Pilot Vessel,Pilot Vessel,35.165119,128.59381,15,332,,
f93fe5b6-30c2-f47e-a0bd-f2048b93f22e,VIRTUAL DEPTH 11M,994406078,,,KR,Reference Point,Reference Point,35.167526,128.59387,,,,
0d63040e-3e68-da5e-d445-5bd5700a4749,YANGJIAMCHWI,994401598,,,KR,Reference Point,Reference Point,34.895,128.75157,,,,
ca19da22-bf34-a39c-8260-5eecfec99b1c,AQS ATON,4401014,,,KR,Reference Point,Reference Point,35.06139,129.02084,,,,
49bb76ee-7115-4695-f6cc-15d5bd075132,,352005414,,,,,,34.89160667,128.80752,0.1,224,217,MASAN
e111f2d1-8767-e1c8-e204-d9da0031974e,SHUN QIANG 7,,,,,,,34.891605,128.80753,0.1,224,217,MASAN
13ddbe63-7fb4-a715-423c-1de25c23db73,HOEGH COPENHAGEN,257368000,9420057,,NO,Cargo,Vehicles Carrier,35.165848,128.58554,0,153,147,KR MAS
65a244f4-e34c-a654-70b3-d99e3d31e585,NAMUSEOM,994401587,,,KR,"Light, without Sectors","Light, without Sectors",34.979633,128.98955,,,,
ba4bddd9-2037-5a1a-a072-609789218171,DAE SEUNG HO,440101850,,,KR,Fishing,Fishing,35.09388833,129.02537,0,175.6,511,
5ddcc7ce-35f2-871a-1890-593d3457a21f,DAESEUNGHO,440101850,,,KR,,Unspecified,35.093906,129.02538,0.1,175,,
7d2971a4-f2c9-448a-331b-ac07e6a147e9,NO1 GU JIN,440104780,,,KR,Fishing,Fishing,35.087078,129.02605,0.1,320,,
e282cb10-bc85-11d7-7ff5-76ed27cb143f,IMSAIKAH,,,,,,,34.97834,128.5938,0,283,198,QARLF
c92cf761-1106-c196-4f7e-08489351da3f,1 SHIN CHANG,440208050,,,KR,Tug,Unspecified,35.08719667,129.0267117,0,360,511,
7b2c976d-a0d6-cd6c-fcf5-ab9f9fc1aa25,VIRTUAL TEST1,,,,,,,35.13623,129.0168,,,,
63f57cdb-8730-5903-9c06-0e478167210b,101 HAE GEUM,440504840,,,KR,Fishing,Fishing,35.088185,129.0269783,0.2,173.1,511,
544c6f87-21bd-6b31-eac0-164bb3586810,102 HAE GEUM,440121850,,,KR,Fishing,Fishing,35.08808167,129.0270183,0.1,238.2,511,
1da4f2f8-ca7b-0d93-3996-394a547f7f7f,1 CHANG HEUNG,440600128,,,KR,Fishing,Fishing,35.095255,129.02658,0.1,0,511,
8dda5914-e46f-689d-8098-299ebed741c3,1 CHANG HEUNG,440600128,,,KR,Fishing,Fishing,35.095264,129.02658,0.1,0,,
9b3dcae1-67fa-7374-14bb-9fba635cb097,JONG YOUNG 6001,440502270,,,KR,Tug,Tug,34.89833833,128.713545,0.1,163.4,511,
aa9159e5-f62b-af0b-c0f3-dc36df87c151,307SEOJIN,440147260,,,KR,,Unspecified,35.090355,129.0273983,0,250.9,511,
09b09d05-8e3e-ee78-827d-dcea0439fb1d,1 GEO SEONG,440117850,,,KR,Fishing,Fishing,35.09542833,129.0270383,0.3,115.5,511,
67ac2330-f199-ba05-e440-8d600ad367c7,SAMHYEONGTI NO.1,440130020,,,KR,Tug,Tug,35.08756167,129.027805,0,262.4,511,
8a787350-8685-ab64-730f-b6c6d83e1fd3,HANJIN 3008,440038520,9159983,,KR,Cargo,Pallet Carrier,35.182167,128.59207,0,149,1,MASAN
d6517e7c-5c01-06c6-f120-5c668b5b4bac,208CHANGNAM,440304100,,,KR,,Unspecified,35.09512833,129.0276717,0.1,140.6,511,
91def4da-09e0-a467-53ce-a8ff46d884fc,HAN YI,566387000,9148116,,SG,Cargo,General Cargo,35.169426,128.5825,0,157,147,KR MAS
d74fa568-1b98-939b-6b6f-8de7a0f2e4d2,15 YOUNG SIN,440052560,,,KR,Tug,Tug,35.08589167,129.0285767,0.3,52.5,511,
3f103f34-ccce-2d21-3ce5-d5d6385e84b5,WOOWONHO,440400900,9281176,,KR,Tanker,Oil Products Tanker,34.976715,128.59196,5.1,254,278,
6f3bce05-ca1a-7289-2ab0-f6ae5ef34c0d,KWANGYANG SUNSHINE,440139000,9647021,,KR,Cargo,General Cargo,35.07510667,129.028875,0.2,99.1,192,PUSAN
0ebd57c7-4ad9-6946-64c0-4532c489bc52,NO.1 HONG HYE,440010600,,,KR,Fishing,Fishing,35.086405,129.028955,0.1,236.1,511,
c2648c45-6a2a-171c-6c4b-9f7842bd54b1,NO.1 HONG HYE,440010600,,,KR,Fishing,Fishing,35.086411,129.02899,0,236,,
ffe1a34b-1e73-1091-1e2f-4a5954a50db7,K.ACACIA,352002956,9157636,,PA,Tanker - Hazard D (Recognizable),LNG Tanker,34.88598667,128.7935267,0.1,126.6,205,AUGLT
b4d15a60-5040-da90-d65e-9cd1a11883fe,DAEHO INCHEON,440116090,9110303,,KR,Cargo,General Cargo,35.183964,128.59212,0,101,0,MASAN
af2c803f-481b-ecdf-e638-e3e998941753,KALAPATI,548945000,9773985,,PH,Cargo,General Cargo,35.169937,128.58211,0,54,327,KR MAS
bfe714cd-d280-669c-bcb9-dd01d52a17c5,GOLDEN WINGS,441598000,9512862,,KR,Tanker,Chemical Tanker,35.066535,129.0288,0.1,52.9,192,KR PUS
0b9f649d-b699-d6d5-efda-ddd1da7390fc,EUNSUNG,440414070,,,KR,,Unspecified,35.09549833,129.028765,0,129.1,511,
8db14d78-1eb9-bccc-03aa-3a81b8f539d0,NO.308 SEOJIN,440414070,,,KR,,Unspecified,35.095459,129.02881,0,129,,
f2106978-b3be-4f18-0144-7a99152c9109,GAMCHEONHANGLANBY,994401579,,,KR,Light Vessel - LANBY - Rig,Light Vessel - LANBY - Rig,35.032627,129.02246,,,,
ff75d6d4-cb77-bc03-32f5-3782ad594811,GREEN WAVE,338721000,9981922,,US,Cargo,Vehicles Carrier,35.171013,128.58133,0,144,146,KR MAS
6e634685-a5b1-dc0f-5238-95e58f532af5,JONG YEONG 5001,440133840,,,KR,Tug,Tug,34.89565667,128.7133533,0,88.4,511,
fec07707-5e11-2f0b-d64a-5e484ac37b87,TRANSIT SEDANKA,667002156,9141209,,SL,Cargo,General Cargo,35.186504,128.59207,0.1,30,357,KR MAS
e65a2650-1800-6442-690e-3b1b4da62ff7,BIKIN,273293410,8352162,,RU,Fishing,General Cargo,35.09059833,129.0314483,0.1,178.2,248,BUSAN
a27c69bb-2ef3-1365-83e6-843e4344b4da,DAE SUNG 9001,440133510,,,KR,Tug,Tug,34.895485,128.71045,0,26,,GEOJE/GOHYEN
4e40b7e3-0264-e25a-4b3b-28ac885899c4,QING YUAN YU 004,273256400,8662634,,RU,Fishing,Fishing Vessel,35.09056667,129.03165,0,127.9,61,BUSAN
da869dda-e373-ef65-b1c4-8c8d1293984e,NAMHANG BRIDGE AIS,994401641,,,KR,OffShore Structure,OffShore Structure,35.080139,129.03235,,,,
80028b78-6b0f-0a4a-037d-bad7ea7649a8,DAE SUNG 101HO,440116450,,,KR,Tug,Tug,34.89558,128.7086217,0.1,157.3,511,KY/150/4.1/124.2052
1e467aa6-803b-e1c3-570f-68580442a1e7,702 DAE HAN,,,,,,,35.091888,129.03207,0,51,,
1666b1ff-45c5-24d7-b4be-911658dfe82c,DAE SUNG 8001,440133490,,,KR,Cargo,Cargo,34.89534667,128.70864,0,282.9,511,
0b7ea33b-3b2e-149b-cf17-7ff80ffe6214,JE 15 YU JIN HO,440741300,,,KR,Fishing,Fishing,35.096432,129.03197,0,0,,CLASS B
f88911cc-d5d6-add0-2ce0-c7b6611fdd3b,HANYU DREAM,440057510,9265770,,KR,Tanker,Oil or Chemical Tanker,35.09017167,129.0326267,0,19.4,59,BUSAN
545bfcb0-1906-af3c-a438-c76575d871ae,LAZURIT,273398450,9215945,,RU,Fishing,Fishing Vessel,35.09054667,129.0328083,0,237.5,511,PUSAN
afe0ea99-832b-58ee-b756-5f9701df5f56,CHUNYANGHO,440118390,,,KR,,Unspecified,35.096527,129.03236,0.1,5,,
a226d006-9e63-3380-bfb5-9f529f58e6c6,CHUNYANGHO,440118390,,,KR,,Unspecified,35.09654,129.0323717,0,360,511,
6d61de6a-579a-e8e8-8876-ca079bde85a9,DONG YANG 17,440133540,,,KR,Port Tender,Port Tender,34.894385,128.709875,0.1,218.6,511,
f6d169df-5eff-99a1-7931-bd63c8237c84,HWAN HEE HO,440000000,,,KR,Fishing,Fishing,35.09224833,129.0331017,0,274.7,511,
53c48d44-83ed-a49d-eb1c-a81f8897e1ab,HAEYONG,440000000,,,KR,,Unspecified,35.092258,129.03311,0,238,,
d387103b-2330-e118-cd81-e2a35a1e4510,17 GEUM HWA,440145310,,,KR,Fishing,Fishing,35.09653667,129.033245,0,169.4,511,
e589daa8-717d-3fba-7559-b115acadcb0b,GOLDMARINE 7,440155490,,,KR,Fishing,Fishing,34.891693,128.71719,0,358,,
e23f6be3-b1e0-ef01-3c39-648cc329cc79,1 GEUMHWA,440196880,,,KR,,Unspecified,35.09643,129.0333283,0,153.5,511,
f1967d02-bacd-6ecc-3287-65ba53536b99,BOK YOUNG HO,440199620,,,KR,Fishing,Fishing,35.09633333,129.03334,0,131,511,
3d6d5f95-a785-5132-52b0-7835d835005b,11 GEUM HWA,440199620,,,KR,,Unspecified,35.096352,129.03334,0,150,,
9214c31a-5a4a-f9ae-c802-0738497babc8,SAM HO B7,440155490,,,KR,,Unspecified,34.89166333,128.7172367,0,177.3,511,
1b1d663e-9e33-e411-b94a-7fb5b2f36afa,NO.3 GEUM HWA,440412330,,,KR,,Unspecified,35.09648667,129.0333417,0,180,511,
b6f6210d-5998-f823-ea90-dc0bd6a4c4f7,P 07,440500130,,,KR,Fishing,Fishing,35.174622,128.57719,0,242,0,
70241fee-f9bf-83a6-4eff-69858029e671,DAESUNG 3001,440199430,,,KR,Tug,Tug,34.892445,128.7079317,0.3,287.4,511,
89940b36-397f-74fb-7e0d-b66b1dfd39f0,DAISHIN MARU NO.88,440122540,8965282,,KR,Anti-Pollution,Pusher Tug,35.09404167,129.0357867,0.1,317,147,BUSAN
0eb6b622-fd7d-4c95-f584-dfd4610063c1,BNR2000,440414370,,,KR,Tug,Tug,35.093815,129.0360033,102.3,360,88,
f2c07713-3c9d-384d-6557-b019e3e77d8e,BUKWANG NO1,440044920,8998368,,KR,Tanker,Oil Products Tanker,34.95204667,128.9809167,10.7,235.8,511,YEOSU
a5584c31-0a58-641a-80a1-2a944829c8e5,PETROBRAS 79,636021222,9955674,,LR,Other,Floating Storage or Production,34.88762167,128.7219167,0,234.7,308,ABC
f0321af8-24be-fa7c-41e5-18ac1ccaa5fa,1 YONG MA,440151580,9657088,,KR,,Tug,35.185715,128.58279,0,276,194,
16c478e0-9e38-6dd6-e4f0-f71436e79e33,203 WOOYAMG,440108040,,,KR,,Unspecified,34.966945,128.9960967,0.8,61.6,511,
ed0c8fbb-240a-4975-91c5-26e03089ab6c,BO KYUNG 102,440207910,,,KR,Tug,Tug,35.09513333,129.0382483,0,223.5,511,
3c63664a-2fdb-4861-d60c-45d119862024,SHIN DONG 2000,440404520,8717946,,KR,Tug,Tug,35.188026,128.5829,0,323,328,
5514f7fd-6408-6818-1591-0f817c590bb5,PILOT DA DAE PO HO,440121630,,,KR,Pilot Vessel,Pilot Vessel,35.098535,129.0386717,0.1,172.4,511,
588180c9-e37f-3fc1-5ebe-1b431e382e4d,HAEYANGHWANKYUNGJOSA,440107530,,,KR,Port Tender,Port Tender,35.09943833,129.038685,0.1,320.7,511,
2a073360-860d-c26c-10bc-6af17913d820,,440107557,,,,,,35.09944667,129.038685,0.1,320.7,511,
aa7062b0-543a-1a19-905b-01f65488ae9e,DAE SUNG 7 HO,440112050,,,KR,Port Tender,Port Tender,34.885586,128.722,0.1,205,,
d06b2690-4bf4-4fb9-603d-c05ab09924b7,JAEWON 8,441764000,9590242,,KR,Tug,Tug,35.185352,128.5806,0,214,143,MASAN KOREA
35d3efbd-e314-fa20-fada-51474f793c25,DAESUNG NO.7,440112050,,,KR,Tug,Tug,34.885575,128.7219833,0.1,205.8,511,
0fb6c4ef-236f-eda0-ab38-eac270d62b9f,HO RAN DO HO,440155330,,,KR,Pilot Vessel,Pilot Vessel,35.09846333,129.0388833,0,103.3,511,
69a59198-eb77-1a61-68d6-6b0c67536f76,PILOT DONGDUMAL,,,,,,,35.09856,129.03889,0,249,,
1cafbf31-f654-c951-276e-d20d1b606e0a,502 SUNG SHIN,440001250,,,KR,Tug,Tug,35.186543,128.58127,0,156,,GO.HYEON.KOR
110f4f9a-664d-dc7a-798c-12bbc1d6b7a8,HL RAS LAFFAN,441292000,9176008,,KR,Tanker,LNG Tanker,34.877773,128.81265,0.1,100,216,KRTYG > KRCSP
f26ae8a1-ff25-cccc-c9dc-61d0190780bf,PILOTBOAT A CHI SEOM,440193090,,,KR,,Unspecified,35.098309,129.03905,0.1,46,,
86b5962d-20a7-cfaa-99c1-1d401455d420,YONG WOO,440193090,,,KR,,Unspecified,35.09829833,129.039055,0,32.7,511,
1baada58-8f8d-a438-76dd-7a3db0310775,KUK DONG 1 HO,440136380,9929211,,KR,Tanker,Oil Products Tanker,35.02938167,129.0322767,10.7,73.3,74,
ed7e8c1f-f0a1-7e65-c016-d447f1f6c676,BUENA AMISTAD,357138000,9883560,,PA,Tanker,LPG Tanker,35.06651,129.0396417,0.1,73.7,201,KR PUS
853da0f2-2bae-5adf-a271-d54bec36560d,HANBANDO,440873000,9783758,,KR,Other,Training Ship,35.101575,129.0390083,0,209,286,KR PUS
39bdbc98-5337-6285-1596-2b219a472b7a,2000 TAE SUNG,440002010,,,KR,Tug,Tug,35.09551833,129.0398283,0,247,119,
be6495b2-3a51-266e-e613-990a3cc2e6f3,2000 TAE SUNG,440002010,,,KR,Tug,Tug,35.095509,129.03983,0.1,247,119,
01478ee9-0da9-abab-ea78-220b69c6a756,UL SAN 101,440123810,,,KR,Tug,Tug,35.09615333,129.0399167,0,176.1,511,
c41839d4-1a74-6d4a-05ef-b58868e7e6f9,ULSAN 103,440137320,,,KR,Tug,Tug,35.09609333,129.039995,0.1,8.9,178,MP
f6b5ac55-255b-70a4-b6e4-ade76bddfeca,301KORYE,440121350,,,KR,,Unspecified,35.09610333,129.0401683,0,147.2,511,
017b6bf8-006c-d573-5619-701734416976,301 KWANG YANG,440121350,,,KR,Tug,Tug,35.096134,129.04018,0,0,,
7ff75a74-e8ef-cfae-3660-8d7ee9096deb,KEUM OH T 1,440500154,,,KR,Tug,Tug,35.09645333,129.0404783,0,204.2,511,"LSN 200M4,1 213 2945"
0ef4f37b-816e-9e7c-2378-a2fd106677c6,DAE RIM 1 HO,440120570,,,KR,Tug,Tug,35.096425,129.0405733,0,222.1,202,ULSAN.=.BUSAN
e58c0e5d-79c2-cebe-f69f-cc6cee1fa638,301 JONG YOUNG,440410420,,,KR,Fishing,Fishing,34.88446,128.72078,0,318.2,511,USN/200/4/1/78/1161
6c6edee6-8654-e3bb-3de2-015f74de1c8a,MAZO 23,457553000,8028852,,MN,Tug,Tug,35.05521,129.0404533,0,17.3,511,BUSAN KOREA
53a61e8a-0aef-ee0e-b959-573a4cc58021,XING SHENG,457553000,,,MN,Cargo,Cargo,35.055187,129.04047,0.5,317,0,BUSAN KOREA
51eecca8-433c-d82b-9b23-4d5dfd5b97f5,DAE SUNG 103,440003000,9784609,,KR,Tug,Tug,34.87637667,128.7597317,8.3,359.8,511,
2e48d47d-7a0c-d115-54ba-7ed2dd705b8e,DAE SUNG 5001,440133470,,,KR,,,35.193947,128.58327,0,272,,
0a49670a-358f-c5e4-cb4b-e5ab0984b095,DAE SUNG 5,440110510,,,KR,Tug,Tug,34.882961,128.71915,0,255,,"GJ,100,2,1,45,560"
cfff8b0b-251d-3b2f-6617-8fda227d943f,PILOT DONGDUMAR HO,440135830,,,KR,Pilot Vessel,Pilot Vessel,35.10085333,129.0424483,7.9,50.8,511,
7abfb43f-f83f-4349-4400-112e35bdd5ba,DAE SUNG 5,440110510,,,KR,Tug,Tug,34.88290833,128.7191583,0,255.8,511,"GJ,100,2,1,45,560"
fc519dac-1f28-1e23-b5de-638a64a87a20,BLUE WHALE,636022621,9932323,,LR,Tanker - Hazard D (Recognizable),Bunkering Tanker,34.87372167,128.79758,0.2,246.4,214,KRTYG
b1be2e9e-0f1a-dc93-6bb9-c9fa4c2a76da,GAIN STAR,671440100,8355504,,TG,Cargo,General Cargo,35.04928,129.0417933,0.4,48.8,511,BUSAN N3 ANCHORAGE
895f12ca-61bc-5fd1-93d8-6dd051dafbe6,HWANGRYONG NO.213,440602150,,,KR,Tug,Tug,35.177074,128.56917,0,274,329,
8d86ba72-aad4-c021-d943-53a92cd2ded8,OK PO NO2,440124100,,,KR,Tug,Tug,34.88682333,128.7014817,0.1,207.6,257,
50093afc-96dc-497c-d567-616dd01dd843,PURUMI NO.1,440117390,,,KR,Anti-Pollution,Anti-Pollution,35.177341,128.56894,0.1,252,,MASAN
b1006448-5f74-12a9-74e4-0d4a855a7e32,OK PO 11 HO,440126570,,,KR,Tug,Tug,34.88658167,128.7013083,0.1,70.5,209,
f3e4cf9a-3bfc-c430-4dd1-59db70bc8229,NO.2 PURUMI,440200370,,,KR,,Unspecified,35.177639,128.56866,0,17,,
2c556ae0-fb26-3ec0-e400-1cf33ed6e2c2,KUMYONG NO.1300,440155310,,,KR,,Unspecified,34.88156833,128.7165667,0.1,306.2,511,
db248be9-987d-93b8-35c2-49227a4e7b6a,T 106 KUMYONG,440149770,,,KR,Tug,Tug,34.881611,128.7164,0.1,119,,
c740c3a3-0ddb-29ec-d975-4eb8f630162a,2003JONGYOUNG,440114880,,,KR,Tug,Tug,35.190475,128.57684,0,318,179,
fbe816f3-e17e-93e6-e72b-db4f720b9d82,CRANE LYRA,353857000,9823247,,PA,Tanker,Chemical Tanker,35.06494833,129.0457083,0.2,122.8,205,KR PUS
9e386724-09db-ecaf-fa04-fa6f3165d746,CRANE SOL,374638000,9925423,,PA,Tanker,Oil or Chemical Tanker,35.06040833,129.0461667,0,287.5,211,KR PUS
98f3cd0a-ccab-632d-5ea0-d4d95a910f6e,BUKHEYONGJEDO,994401595,,,KR,"Light, without Sectors","Light, without Sectors",34.932987,128.97379,,,,
a8b2c0b0-c285-c38a-f9f6-1ebe71dc13f1,PANSTAR MIRACLE,352005196,9980148,,PA,Passenger,Passenger,35.09668667,129.047035,0,166.3,113,KR PUS F2/AS
9cfe7b20-449b-b248-7d22-39d2ceada2f2,OKPO 360000,440127380,,,KR,Cargo,Cargo,34.88282667,128.706505,0,168.3,147,
e6a51c05-5605-6aa4-869c-7643de9c30ba,DAE SUN NO.1,440121040,,,KR,Tug,Tug,35.09629,129.047205,0,0,294,
0e5d568e-0bba-527b-ebfb-c5141d469059,OCEAN 3600,440127380,,,KR,Cargo,Cargo,34.882679,128.70656,0,168,147,
059e5ab8-8d38-118e-4475-dfcaa3ed95b6,YONG FA YUN 10,413459180,9787716,,CN,Cargo,Reefer,35.05563333,129.0465617,0.1,251.1,208,BUSAN
65fb2574-e6d4-119e-acbc-911ba5cf4cad,KANG NAM T 9,440112640,,,KR,Tug,Tug,35.203415,128.58464,0,109,9,
d45c38cc-66d6-5c39-a3d3-44008c693aba,NO 301SHINJUNG,440126170,,,KR,Tug,Tug,35.202946,128.58408,0,0,74,
2ee5a3cf-7101-6ba5-465e-417060cf9929,302JONGYONG,440116880,,,KR,Tug,Tug,35.203308,128.58389,0,13,,
43e978c0-823d-84fa-bd23-701b36f96045,3 DAE SUNGHO,440123710,,,KR,,Unspecified,35.203392,128.58372,0,348,,
c3c36ead-b8b6-452e-f606-421534c7f8e2,EURO STAR,372594000,8319055,,PA,Cargo,Reefer,35.209801,128.58948,0,0,91,MASAN
1f0cde2b-c5c2-a237-e1eb-1de488dff7f5,GOLD MARINE 11,440111940,,,KR,Tug,Tug,34.88362,128.69851,0,270,511,
4d7cbddf-a857-b854-98fd-40ffd2f570b6,GOLDMARINE 11,440111940,,,KR,Tug,Tug,34.883621,128.6985,0,270,,
4f54c5cd-2471-3aa7-1334-0733aad643d3,GOLDMARINE 21,440003700,,,KR,Tug,Tug,34.883568,128.69844,0,239,,
e1bd65be-beea-49bf-2521-db4f9e432cca,W J T 1601,440061160,,,KR,Tug,Tug,35.203766,128.58356,0,121,,"KS,MSN,160,4,1,1154"
9731cc02-0ef1-b875-324a-9dc05e6a8bc5,OKPO NO.6,440102900,,,KR,Tug,Tug,34.881989,128.70268,0,188,315,
7a5c3656-4946-aca2-e752-3fcc72176a00,ZHE WU 188,413453610,9669720,,CN,Cargo,Bulk Carrier,35.04249167,129.04637,0.1,71.3,223,PUSAN
d969b373-bd57-7165-8e1b-0a3d638616da,V LUCKY,352001050,8582212,,PA,Cargo,General Cargo,35.06706333,129.050275,0.4,180.2,199,KR PUS
6ef49c2e-2e87-2d5e-efe1-de2cd2459b77,72,440112220,,,KR,Fishing,Fishing,34.87959167,128.7086517,0.1,167.8,156,
65417215-410e-e244-a470-d8bf314ffc24,HANHWA 3600,440112220,,,KR,,Unspecified,34.879555,128.70866,0.1,210,156,
08076806-daa5-c4fc-7e74-7191a19f88c8,BADAGAON,440135660,,,KR,Other,"Inland, Unknown",35.195278,128.57469,0,,,
2a47b471-4ccc-de73-64d1-6812e4588473,LESHATT,,,,,,,34.961151,128.57761,0,130,180,SEA TRIAL SHI-2638
d5ee4bb1-7530-bd16-ac12-92a86f7be919,MSC AMERICA,,,,,,,34.876877,128.71713,0,0,216,SEA TRIAL HO-4388
438458d5-0f97-a84a-2364-7b0f37b15a47,MSC AMERICA,636025351,9963580,,,,,34.87687167,128.7171233,0,0,511,SEA TRIAL(HO-4388)
4dc5a225-66c8-0ef5-d5fe-0fe5f392d63d,NO.3 YONG MA,440217820,,,KR,Tug,Tug,35.194256,128.57349,0,304,43,MA SAN
ad3a2fdd-d35f-4857-3099-79c91a560c3d,NO.27 YONG MA,440109440,,,KR,Tug,Tug,35.193935,128.57323,0,286,44,MA SAN
8e710a71-89f0-d21c-163e-72803208b8a7,YONG MA NO11,440170250,,,KR,Tug,Tug,35.193581,128.57294,0,295,343,
0dad20c4-b374-5f15-6cf9-846e7e4df5aa,YONG MA NO29,440185090,,,KR,,Unspecified,35.193588,128.57283,0,245,218,
3a4ba09d-6ed0-52de-cb33-b199bde3ae2a,JINKYEONGHO,440151660,,,KR,,Unspecified,34.948193,128.99597,5.8,89,,
20cd9516-797d-e9ed-f082-d6e9379fa567,NO.301SAMYANG,440106960,,,KR,Tug,Tug,34.88119667,128.69819,0.1,314.2,132,
f1f41385-6f87-d15a-40db-254bf07aba64,BATAM STAR,352004292,9007477,,PA,Cargo,Vehicles Carrier,35.06102833,129.05212,0.3,266.7,228,KR PUS
2780e443-122a-d968-3e8a-f6b87dc7039d,SEA FLOWER,440404100,9645231,,KR,High Speed Craft,High Speed Craft,35.11650667,129.049425,0.1,177.2,308,IZUHARA JP
492486f7-304f-9784-f978-baca386a415d,OKPO 8,440111840,,,KR,,Unspecified,34.881008,128.69701,0.1,142,285,
c495d7f7-e6dd-da89-089f-8bde6a119a5e,OKPO NO.8,440111840,,,KR,Tug,Tug,34.881005,128.6969917,0,142.7,284,
c8830e50-a813-f6e0-398c-91f0fca40eac,USNS YUKON,367218000,8822454,,US,Military Ops,Replenishment Vessel,34.880592,128.69806,0,201,39,NA
04088916-09f4-3f96-7a0f-e47f380c16dc,OKPO 7,440111850,9392573,,KR,Tug,Tug,34.88093167,128.6969333,0.1,220.1,5,
